,year,month,day,daily_rainfall_total,highest_30_min_rainfall,highest_60_min_rainfall,highest_120_min_rainfall,mean_temperature,maximum_temperature,minimum_temperature,mean_wind_speed,max_wind_speed
101,2012,4,11,26.4,—,—,—,26.3,29.6,23.7,5.5,32.0
102,2012,4,12,0.0,—,—,—,27.9,31.6,25.7,7.1,25.9
103,2012,4,13,0.0,—,—,—,28.8,31.9,25.4,7.7,26.6
104,2012,4,14,19.2,—,—,—,27.4,31.9,24.2,7.4,39.2
105,2012,4,15,48.4,—,—,—,26.8,30.4,23.7,5.8,22.7
106,2012,4,16,0.4,—,—,—,28.1,32.7,25.8,5.7,27.0
107,2012,4,17,0.0,—,—,—,27.1,30.8,25.3,6.1,25.6
108,2012,4,18,0.0,—,—,—,28.4,32.2,26.4,6.8,39.2
109,2012,4,19,3.0,—,—,—,26.6,30.4,24.0,4.6,26.3
110,2012,4,20,0.0,—,—,—,28.3,31.8,25.1,7.0,27.7
111,2012,4,21,35.6,—,—,—,26.8,28.9,24.1,5.8,28.8
112,2012,4,22,6.4,—,—,—,27.5,31.2,23.9,6.5,34.9
113,2012,4,23,0.4,—,—,—,27.8,32.6,24.0,7.3,38.2
114,2012,4,24,1.4,—,—,—,26.8,31.3,25.4,5.7,28.1
115,2012,4,25,0.0,—,—,—,28.0,31.8,26.2,6.0,26.3
116,2012,4,26,0.2,—,—,—,28.5,31.8,25.9,6.0,33.1
117,2012,4,27,0.0,—,—,—,29.1,32.9,25.0,6.7,37.1
118,2012,4,28,0.6,—,—,—,29.4,32.6,25.8,6.9,25.9
119,2012,4,29,0.0,—,—,—,29.1,32.4,27.1,6.3,31.0
120,2012,4,30,2.4,—,—,—,27.7,32.5,25.3,5.4,25.2
121,2012,5,1,2.8,—,—,—,27.9,31.6,23.9,6.8,44.3
122,2012,5,2,0.4,—,—,—,27.5,30.8,25.2,6.0,26.6
123,2012,5,3,0.0,—,—,—,28.9,32.5,26.1,5.5,22.0
124,2012,5,4,79.2,—,—,—,27.9,30.9,24.0,5.8,27.4
125,2012,5,5,0.0,—,—,—,27.0,31.4,22.0,6.1,52.9
126,2012,5,6,34.0,—,—,—,26.8,32.3,22.1,5.5,53.6
127,2012,5,7,1.2,—,—,—,26.0,28.7,22.9,5.1,42.5
128,2012,5,8,18.0,—,—,—,28.6,33.7,25.1,7.0,25.9
129,2012,5,9,0.4,—,—,—,27.5,32.6,22.6,6.9,35.6
130,2012,5,10,0.0,—,—,—,28.1,33.1,25.2,7.9,32.4
131,2012,5,11,10.2,—,—,—,28.0,32.1,25.3,5.0,27.4
132,2012,5,12,18.6,—,—,—,29.0,33.0,26.0,5.8,25.2
133,2012,5,13,0.0,—,—,—,27.6,31.6,23.1,7.5,46.4
134,2012,5,14,0.0,—,—,—,29.8,33.7,26.7,6.2,26.6
135,2012,5,15,22.0,—,—,—,28.6,31.5,25.6,4.1,26.6
136,2012,5,16,23.0,—,—,—,28.2,31.9,22.9,7.3,43.9
137,2012,5,17,1.4,—,—,—,27.2,30.0,23.1,5.6,42.5
138,2012,5,18,0.0,—,—,—,28.9,32.1,26.0,8.1,27.7
139,2012,5,19,0.0,—,—,—,29.5,32.6,26.8,9.5,37.1
140,2012,5,20,6.0,—,—,—,28.6,31.3,24.3,7.3,31.7
141,2012,5,21,0.0,—,—,—,28.8,32.0,26.2,6.0,21.6
142,2012,5,22,27.2,—,—,—,29.3,32.1,26.1,7.8,31.0
143,2012,5,23,0.2,—,—,—,27.5,30.3,23.5,7.5,29.2
144,2012,5,24,0.8,—,—,—,29.0,31.7,26.6,8.3,27.0
145,2012,5,25,0.0,—,—,—,28.4,30.6,25.1,10.3,32.0
146,2012,5,26,12.0,—,—,—,28.4,32.0,25.8,11.3,32.4
147,2012,5,27,0.0,—,—,—,27.0,29.4,22.8,6.7,44.6
148,2012,5,28,0.0,—,—,—,28.7,31.6,25.9,8.6,27.4
149,2012,5,29,0.0,—,—,—,28.4,31.3,26.7,9.1,37.1
150,2012,5,30,0.8,—,—,—,28.5,32.3,26.0,7.1,30.6
151,2012,5,31,33.8,—,—,—,27.8,32.2,24.8,5.2,29.9
152,2012,6,1,0.2,—,—,—,27.3,30.1,24.3,5.8,33.8
153,2012,6,2,0.0,—,—,—,28.3,31.3,26.1,5.4,24.5
154,2012,6,3,0.0,—,—,—,28.2,30.6,25.4,7.9,25.9
155,2012,6,4,2.2,—,—,—,28.8,32.1,26.7,6.7,27.7
156,2012,6,5,0.0,—,—,—,28.7,31.2,26.2,5.4,25.2
157,2012,6,6,0.0,—,—,—,29.0,32.6,25.6,7.8,41.4
158,2012,6,7,0.0,—,—,—,29.8,32.7,27.4,6.8,28.4
159,2012,6,8,38.2,—,—,—,28.3,31.0,26.2,5.3,33.8
160,2012,6,9,1.4,—,—,—,26.4,28.5,22.8,7.1,35.6
161,2012,6,10,0.0,—,—,—,28.7,31.9,25.6,8.1,28.8
162,2012,6,11,0.0,—,—,—,28.9,31.5,27.5,8.4,36.4
163,2012,6,12,0.0,—,—,—,28.7,30.7,27.6,10.4,35.3
164,2012,6,13,0.0,—,—,—,29.4,32.3,26.8,10.4,27.0
165,2012,6,14,0.0,—,—,—,29.5,32.5,27.0,10.4,27.7
166,2012,6,15,0.0,—,—,—,29.4,32.2,27.3,9.9,28.4
167,2012,6,16,0.0,—,—,—,29.4,32.3,27.1,11.3,28.1
168,2012,6,17,0.0,—,—,—,29.4,32.1,27.4,14.4,34.2
169,2012,6,18,0.0,—,—,—,29.2,32.2,27.0,10.8,36.4
170,2012,6,19,1.0,—,—,—,28.6,31.3,26.7,9.3,31.3
171,2012,6,20,0.0,—,—,—,28.9,31.9,26.9,9.7,34.2
172,2012,6,21,0.0,—,—,—,27.8,31.3,26.7,9.6,38.2
173,2012,6,22,0.0,—,—,—,28.8,32.5,25.5,10.7,34.6
174,2012,6,23,0.0,—,—,—,29.4,32.6,26.8,10.9,31.3
175,2012,6,24,0.0,—,—,—,29.2,31.9,27.2,11.7,32.0
176,2012,6,25,0.0,—,—,—,29.0,32.0,26.6,10.3,38.9
177,2012,6,26,0.0,—,—,—,29.0,32.5,27.4,11.2,31.3
178,2012,6,27,7.0,—,—,—,27.9,30.1,24.9,6.0,36.7
179,2012,6,28,0.6,—,—,—,28.2,30.7,25.5,7.6,29.9
180,2012,6,29,0.0,—,—,—,28.7,32.3,26.4,11.4,35.6
181,2012,6,30,2.4,—,—,—,28.2,30.9,25.7,8.7,33.5
182,2012,7,1,3.6,—,—,—,28.6,31.6,25.9,12.6,49.7
183,2012,7,2,9.0,—,—,—,27.7,31.2,25.6,10.0,36.7
184,2012,7,3,5.0,—,—,—,27.1,29.5,24.9,6.0,28.1
185,2012,7,4,35.4,—,—,—,27.3,30.1,22.9,6.2,37.8
186,2012,7,5,1.8,—,—,—,26.0,28.4,23.2,7.3,27.7
187,2012,7,6,0.0,—,—,—,28.1,30.6,25.9,9.2,33.1
188,2012,7,7,12.4,—,—,—,27.2,31.6,24.4,8.7,45.7
189,2012,7,8,0.2,—,—,—,27.4,31.0,23.4,7.2,40.0
190,2012,7,9,0.2,—,—,—,28.0,30.1,26.0,7.2,32.8
191,2012,7,10,4.0,—,—,—,27.0,31.0,24.6,5.6,31.7
192,2012,7,11,1.2,—,—,—,26.9,30.6,25.7,5.6,25.6
193,2012,7,12,0.0,—,—,—,27.9,30.4,26.0,9.3,30.2
194,2012,7,13,0.4,—,—,—,28.4,30.8,25.4,12.7,43.2
195,2012,7,14,29.0,—,—,—,26.2,28.0,24.3,9.3,34.9
196,2012,7,15,0.0,—,—,—,27.3,30.8,25.2,9.5,32.4
197,2012,7,16,6.8,—,—,—,26.5,30.2,25.1,6.8,34.6
198,2012,7,17,4.0,—,—,—,27.0,30.7,24.6,6.1,30.2
199,2012,7,18,0.0,—,—,—,26.9,29.6,24.7,6.5,25.6
200,2012,7,19,17.0,—,—,—,26.4,30.0,23.8,4.8,24.8
201,2012,7,20,0.6,—,—,—,27.6,31.1,24.9,8.7,32.0
202,2012,7,21,0.0,—,—,—,28.5,31.3,26.3,9.8,29.9
203,2012,7,22,0.0,—,—,—,28.8,31.5,26.6,8.7,29.9
204,2012,7,23,0.0,—,—,—,28.7,31.1,26.8,11.1,37.4
205,2012,7,24,0.0,—,—,—,28.6,31.6,25.9,9.9,30.6
206,2012,7,25,0.0,—,—,—,28.4,32.0,25.4,11.7,34.2
207,2012,7,26,0.0,—,—,—,29.1,32.0,27.1,16.1,37.8
208,2012,7,27,0.0,—,—,—,28.8,32.1,26.8,14.4,37.1
209,2012,7,28,0.0,—,—,—,27.9,31.6,25.4,10.9,45.4
210,2012,7,29,0.0,—,—,—,28.3,31.4,25.8,10.0,37.1
211,2012,7,30,0.2,—,—,—,28.7,31.4,26.8,12.3,34.9
212,2012,7,31,0.0,—,—,—,28.7,31.5,26.4,12.2,36.4
213,2012,8,1,14.2,—,—,—,27.7,31.0,23.1,11.0,36.7
214,2012,8,2,0.0,—,—,—,28.5,31.2,26.3,13.4,31.3
215,2012,8,3,8.0,—,—,—,28.3,31.4,25.4,14.7,36.7
216,2012,8,4,0.0,—,—,—,27.5,30.5,25.8,11.5,35.6
217,2012,8,5,1.4,—,—,—,28.1,30.8,26.4,11.1,35.6
218,2012,8,6,0.0,—,—,—,27.7,30.2,26.1,8.7,39.6
219,2012,8,7,0.0,—,—,—,28.1,31.6,24.8,9.3,35.6
220,2012,8,8,0.0,—,—,—,28.4,31.2,25.7,13.4,35.3
221,2012,8,9,0.0,—,—,—,28.5,31.8,26.3,16.8,41.4
222,2012,8,10,0.0,—,—,—,28.9,32.3,26.2,15.2,35.3
223,2012,8,11,0.0,—,—,—,28.9,32.3,27.0,13.7,31.7
224,2012,8,12,0.0,—,—,—,28.4,31.9,26.1,12.4,34.9
225,2012,8,13,0.0,—,—,—,28.9,32.0,26.6,13.8,40.0
226,2012,8,14,0.0,—,—,—,29.1,32.7,26.9,13.0,32.0
227,2012,8,15,0.0,—,—,—,28.7,31.6,26.9,16.2,40.3
228,2012,8,16,19.8,—,—,—,28.3,31.2,23.5,15.2,45.4
229,2012,8,17,8.6,—,—,—,27.0,29.3,23.7,8.6,37.8
230,2012,8,18,2.4,—,—,—,27.7,30.9,25.0,10.7,44.6
231,2012,8,19,0.0,—,—,—,28.4,31.7,25.0,12.4,43.6
232,2012,8,20,0.0,—,—,—,28.7,32.1,27.1,13.5,36.0
233,2012,8,21,31.0,—,—,—,27.8,31.7,24.4,10.2,52.9
234,2012,8,22,0.0,—,—,—,27.4,30.7,24.8,9.1,39.2
235,2012,8,23,0.0,—,—,—,27.4,30.3,24.5,7.6,40.3
236,2012,8,24,0.0,—,—,—,28.4,31.7,25.7,10.4,37.4
237,2012,8,25,0.0,—,—,—,28.4,30.5,27.1,11.9,33.8
238,2012,8,26,0.2,—,—,—,28.2,30.7,25.8,10.0,41.4
239,2012,8,27,17.2,—,—,—,26.5,30.7,23.4,6.3,44.3
240,2012,8,28,1.2,—,—,—,26.4,30.5,23.9,6.2,36.4
241,2012,8,29,0.0,—,—,—,27.6,29.2,26.2,8.4,30.2
242,2012,8,30,14.2,—,—,—,26.3,28.9,24.5,7.3,44.3
243,2012,8,31,0.8,—,—,—,26.5,28.8,23.7,8.0,31.3
244,2012,9,1,0.0,—,—,—,28.9,31.7,27.2,14.1,36.0
245,2012,9,2,0.0,—,—,—,28.8,32.1,26.5,15.0,38.9
246,2012,9,3,0.0,—,—,—,28.7,31.4,26.5,15.2,33.5
247,2012,9,4,10.4,—,—,—,28.6,32.0,24.0,12.4,32.8
248,2012,9,5,0.0,—,—,—,26.0,29.6,24.3,7.4,36.7
249,2012,9,6,0.0,—,—,—,27.0,31.0,24.6,7.5,35.6
250,2012,9,7,35.8,—,—,—,26.6,30.8,22.5,8.6,79.6
251,2012,9,8,0.0,—,—,—,27.4,30.0,24.7,7.6,23.0
252,2012,9,9,20.6,—,—,—,26.6,31.5,24.1,5.9,33.1
253,2012,9,10,0.0,—,—,—,26.6,29.0,24.8,5.8,28.4
254,2012,9,11,1.8,—,—,—,27.5,30.8,25.5,7.1,37.1
255,2012,9,12,0.0,—,—,—,28.3,31.2,25.8,8.0,31.7
256,2012,9,13,0.0,—,—,—,28.1,30.4,25.7,7.9,35.6
257,2012,9,14,0.0,—,—,—,28.2,30.1,26.3,5.8,18.0
258,2012,9,15,0.0,—,—,—,28.5,31.3,25.8,10.8,33.5
259,2012,9,16,0.0,—,—,—,28.7,31.5,26.6,7.7,23.8
260,2012,9,17,0.0,—,—,—,28.0,32.2,25.8,9.6,38.2
261,2012,9,18,0.0,—,—,—,28.8,32.3,26.6,8.8,22.3
262,2012,9,19,0.0,—,—,—,28.9,32.6,26.7,9.7,41.8
263,2012,9,20,0.0,—,—,—,28.7,31.8,26.5,7.4,28.8
264,2012,9,21,0.0,—,—,—,27.9,31.9,25.7,6.5,31.0
265,2012,9,22,0.0,—,—,—,27.8,31.6,25.5,6.4,26.3
266,2012,9,23,0.0,—,—,—,28.5,32.3,26.0,6.1,28.8
267,2012,9,24,2.4,—,—,—,28.1,32.0,25.7,6.1,32.4
268,2012,9,25,1.0,—,—,—,28.0,31.2,25.3,6.8,26.6
269,2012,9,26,4.0,—,—,—,26.8,29.6,23.2,5.6,25.9
270,2012,9,27,28.2,—,—,—,28.2,32.7,22.9,8.0,52.6
271,2012,9,28,0.0,—,—,—,27.8,31.8,24.0,7.4,27.7
272,2012,9,29,0.6,—,—,—,28.2,31.3,25.4,8.9,32.8
273,2012,9,30,2.8,—,—,—,27.6,32.3,24.2,8.7,33.8
274,2012,10,1,0.0,—,—,—,28.2,32.8,25.0,7.5,31.3
275,2012,10,2,0.0,—,—,—,28.0,31.1,25.6,6.4,27.0
276,2012,10,3,0.0,—,—,—,28.9,32.7,26.0,6.6,31.0
277,2012,10,4,0.0,—,—,—,28.9,32.6,26.7,6.0,27.7
278,2012,10,5,0.0,—,—,—,28.1,30.7,26.4,6.4,27.4
279,2012,10,6,11.2,—,—,—,27.9,31.8,25.2,6.3,32.0
280,2012,10,7,6.2,—,—,—,27.1,29.7,25.2,6.4,33.8
281,2012,10,8,0.0,—,—,—,28.5,31.9,24.9,6.8,28.4
282,2012,10,9,0.0,—,—,—,28.1,32.2,25.7,6.8,28.4
283,2012,10,10,0.0,—,—,—,28.0,32.6,25.4,6.4,29.5
284,2012,10,11,16.4,—,—,—,27.5,31.3,25.4,4.5,22.0
285,2012,10,12,0.0,—,—,—,28.1,32.1,25.4,7.3,25.9
286,2012,10,13,1.0,—,—,—,26.5,30.7,24.0,4.7,30.2
287,2012,10,14,22.6,—,—,—,27.1,31.2,23.5,5.4,49.0
288,2012,10,15,0.0,—,—,—,27.7,31.9,25.1,6.4,27.0
289,2012,10,16,13.4,—,—,—,27.0,31.5,23.7,6.6,41.4
290,2012,10,17,5.8,—,—,—,27.0,32.4,25.3,5.1,29.5
291,2012,10,18,7.0,—,—,—,26.5,30.6,24.4,5.3,27.7
292,2012,10,19,5.4,—,—,—,26.1,29.9,24.3,4.7,30.2
293,2012,10,20,15.0,—,—,—,26.4,31.0,23.9,6.3,32.4
294,2012,10,21,9.6,—,—,—,25.9,29.2,24.6,3.8,21.2
295,2012,10,22,0.0,—,—,—,27.2,31.6,24.7,5.6,22.3
296,2012,10,23,0.0,—,—,—,28.2,32.4,24.6,6.4,20.2
297,2012,10,24,0.0,—,—,—,28.8,32.5,25.9,7.3,23.4
298,2012,10,25,0.0,—,—,—,28.8,32.0,26.2,8.9,38.5
299,2012,10,26,0.0,—,—,—,29.1,32.9,26.6,10.6,29.5
300,2012,10,27,0.0,—,—,—,28.7,32.9,25.9,7.8,25.6
301,2012,10,28,0.0,—,—,—,29.0,33.1,26.2,10.3,29.5
302,2012,10,29,0.0,—,—,—,28.4,32.6,25.7,7.5,35.6
303,2012,10,30,4.8,—,—,—,27.3,31.9,25.0,6.5,37.4
304,2012,10,31,3.8,—,—,—,26.8,31.3,24.9,6.5,30.6
305,2012,11,1,0.4,—,—,—,26.6,31.0,24.8,5.5,35.6
306,2012,11,2,0.2,—,—,—,27.6,32.5,24.4,6.9,29.5
307,2012,11,3,7.2,—,—,—,26.0,28.8,23.7,6.1,26.3
308,2012,11,4,20.6,—,—,—,26.3,32.8,24.0,6.4,32.4
309,2012,11,5,0.4,—,—,—,26.7,29.9,23.5,6.1,23.8
310,2012,11,6,0.8,—,—,—,26.7,31.4,25.1,5.7,26.3
311,2012,11,7,0.0,—,—,—,28.2,32.0,25.2,7.8,27.7
312,2012,11,8,1.4,—,—,—,27.5,31.9,25.6,5.7,28.4
313,2012,11,9,6.4,—,—,—,27.1,31.7,25.4,4.8,25.6
314,2012,11,10,18.8,—,—,—,26.7,30.9,24.9,5.1,30.2
315,2012,11,11,0.0,—,—,—,27.4,30.9,25.0,4.8,21.2
316,2012,11,12,22.0,—,—,—,26.4,30.3,24.0,5.5,28.4
317,2012,11,13,0.8,—,—,—,26.5,30.9,24.9,5.2,26.6
318,2012,11,14,1.0,—,—,—,26.6,31.8,25.0,4.7,26.3
319,2012,11,15,8.2,—,—,—,27.5,30.1,25.5,5.1,23.8
320,2012,11,16,0.2,—,—,—,28.0,32.6,26.0,7.5,39.6
321,2012,11,17,0.0,—,—,—,27.7,32.3,24.8,7.6,32.8
322,2012,11,18,9.8,—,—,—,27.1,32.4,24.7,4.7,23.8
323,2012,11,19,8.2,—,—,—,26.7,29.1,24.4,5.4,27.0
324,2012,11,20,0.0,—,—,—,27.8,31.9,24.7,5.6,27.7
325,2012,11,21,38.2,—,—,—,27.2,32.5,24.1,5.7,33.1
326,2012,11,22,3.4,—,—,—,26.5,28.8,24.9,5.5,34.6
327,2012,11,23,4.2,—,—,—,27.2,32.7,24.4,6.4,30.2
328,2012,11,24,0.0,—,—,—,27.8,31.6,24.4,7.6,27.4
329,2012,11,25,49.2,—,—,—,26.3,31.4,23.4,5.2,46.8
330,2012,11,26,0.0,—,—,—,27.3,31.8,25.3,4.6,19.8
331,2012,11,27,6.6,—,—,—,26.6,32.0,24.3,5.3,24.5
332,2012,11,28,0.0,—,—,—,27.8,32.2,24.6,6.2,27.7
333,2012,11,29,0.2,—,—,—,27.6,31.6,25.1,7.6,29.2
334,2012,11,30,0.0,—,—,—,28.2,32.0,25.6,6.3,26.3
335,2012,12,1,0.8,—,—,—,27.1,31.6,25.8,4.8,24.5
336,2012,12,2,0.6,—,—,—,27.4,30.4,24.9,4.7,18.7
337,2012,12,3,51.6,—,—,—,25.8,30.5,22.7,5.5,22.7
338,2012,12,4,0.0,—,—,—,26.6,31.1,23.7,6.4,29.9
339,2012,12,5,16.8,—,—,—,26.5,30.5,24.3,5.3,26.3
340,2012,12,6,1.4,—,—,—,27.3,32.2,24.8,7.3,38.9
341,2012,12,7,0.0,—,—,—,28.3,32.2,25.6,9.8,31.3
342,2012,12,8,0.0,—,—,—,27.9,30.8,25.8,8.1,27.7
343,2012,12,9,0.0,—,—,—,27.5,30.4,25.9,6.7,35.3
344,2012,12,10,10.0,—,—,—,26.8,31.9,23.7,5.6,29.5
345,2012,12,11,33.6,—,—,—,26.0,29.5,22.3,5.3,32.8
346,2012,12,12,16.6,—,—,—,26.0,31.4,23.8,7.6,34.6
347,2012,12,13,61.6,—,—,—,25.5,30.6,23.1,5.7,28.8
348,2012,12,14,0.4,—,—,—,27.0,30.5,24.4,7.1,27.0
349,2012,12,15,5.0,—,—,—,27.1,30.2,25.3,6.1,34.6
350,2012,12,16,11.2,—,—,—,26.0,30.7,24.2,5.3,34.9
351,2012,12,17,1.6,—,—,—,26.4,30.3,24.4,6.8,30.6
352,2012,12,18,26.8,—,—,—,25.3,29.0,23.3,4.8,28.4
353,2012,12,19,9.8,—,—,—,26.2,30.8,24.2,5.7,25.2
